NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,
REACTOME_NEUTROPHIL_DEGRANULATION,REACTOME_NEUTROPHIL_DEGRANULATION,Details ...,466,0.7769173,2.816975,0.0,0.0,0.0,3374,"tags=61%, list=12%, signal=68%",
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Details ...,95,0.79849327,2.4679542,0.0,0.0,0.0,3616,"tags=64%, list=13%, signal=74%",
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Details ...,121,0.7560996,2.4492416,0.0,0.0,0.0,3469,"tags=57%, list=13%, signal=65%",
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Details ...,258,0.6723085,2.3573658,0.0,0.0,0.0,3495,"tags=45%, list=13%, signal=51%",
GOBP_PHAGOCYTOSIS,GOBP_PHAGOCYTOSIS,Details ...,229,0.68314284,2.3449373,0.0,0.0,0.0,3520,"tags=50%, list=13%, signal=57%",
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Details ...,183,0.6950534,2.3445327,0.0,0.0,0.0,3469,"tags=52%, list=13%, signal=59%",
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,Details ...,148,0.71228975,2.323078,0.0,0.0,0.0,3733,"tags=52%, list=13%, signal=60%",
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,GOBP_RESPONSE_TO_TYPE_II_INTERFERON,Details ...,134,0.7084036,2.3116753,0.0,0.0,0.0,3308,"tags=55%, list=12%, signal=62%",
GOBP_REGULATION_OF_PHAGOCYTOSIS,GOBP_REGULATION_OF_PHAGOCYTOSIS,Details ...,97,0.73971236,2.3091547,0.0,0.0,0.0,3614,"tags=56%, list=13%, signal=64%",
GOBP_CELL_KILLING,GOBP_CELL_KILLING,Details ...,217,0.66380227,2.284577,0.0,0.0,0.0,3417,"tags=44%, list=12%, signal=50%",
REACTOME_INTERFERON_GAMMA_SIGNALING,REACTOME_INTERFERON_GAMMA_SIGNALING,Details ...,93,0.73618406,2.2767842,0.0,0.0,0.0,3096,"tags=52%, list=11%, signal=58%",
GOBP_INTERLEUKIN_1_PRODUCTION,GOBP_INTERLEUKIN_1_PRODUCTION,Details ...,108,0.71635544,2.256919,0.0,0.0,0.0,3421,"tags=51%, list=12%, signal=58%",
GOBP_RESPONSE_TO_FUNGUS,GOBP_RESPONSE_TO_FUNGUS,Details ...,56,0.7852325,2.2509859,0.0,0.0,0.0,3614,"tags=66%, list=13%, signal=76%",
GOBP_LEUKOCYTE_DEGRANULATION,GOBP_LEUKOCYTE_DEGRANULATION,Details ...,78,0.74065506,2.2481453,0.0,0.0,0.0,4208,"tags=56%, list=15%, signal=66%",
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Details ...,239,0.6474826,2.228877,0.0,0.0,0.0,3737,"tags=49%, list=13%, signal=56%",
GOBP_GRANULOCYTE_ACTIVATION,GOBP_GRANULOCYTE_ACTIVATION,Details ...,55,0.7842764,2.2253292,0.0,0.0,0.0,2553,"tags=55%, list=9%, signal=60%",
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,Details ...,89,0.7232837,2.2143898,0.0,0.0,0.0,3624,"tags=49%, list=13%, signal=57%",
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,Details ...,163,0.662627,2.2061522,0.0,0.0,0.0,4032,"tags=47%, list=15%, signal=55%",
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,Details ...,461,0.60845155,2.2038877,0.0,0.0,0.0,4417,"tags=46%, list=16%, signal=54%",
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Details ...,96,0.70739824,2.2021525,0.0,0.0,0.0,4197,"tags=55%, list=15%, signal=65%",
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,,185,0.64340395,2.19058,0.0,0.0,0.0,4681,"tags=47%, list=17%, signal=56%",
GOBP_GLIAL_CELL_ACTIVATION,GOBP_GLIAL_CELL_ACTIVATION,,51,0.770133,2.1870856,0.0,0.0,0.0,2248,"tags=55%, list=8%, signal=60%",
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,,92,0.7077777,2.1825838,0.0,0.0,0.0,3421,"tags=53%, list=12%, signal=61%",
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,,80,0.71422154,2.1825001,0.0,0.0,0.0,4118,"tags=46%, list=15%, signal=54%",
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,64,0.75283146,2.1820142,0.0,0.0,0.0,3727,"tags=58%, list=13%, signal=67%",
REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,,54,0.7546513,2.1768842,0.0,0.0,0.0,5323,"tags=65%, list=19%, signal=80%",
GOBP_ENDOSOME_ORGANIZATION,GOBP_ENDOSOME_ORGANIZATION,,105,0.68874776,2.174154,0.0,0.0,0.0,4573,"tags=56%, list=16%, signal=67%",
GOBP_VESICLE_ORGANIZATION,GOBP_VESICLE_ORGANIZATION,,385,0.6066737,2.1729436,0.0,0.0,0.0,4834,"tags=47%, list=17%, signal=56%",
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,,95,0.7007702,2.1705658,0.0,0.0,0.0,3308,"tags=53%, list=12%, signal=60%",
REACTOME_INTERLEUKIN_1_SIGNALING,REACTOME_INTERLEUKIN_1_SIGNALING,,99,0.69671124,2.1702914,0.0,0.0,0.0,5323,"tags=61%, list=19%, signal=75%",
GOBP_GRANULOCYTE_MIGRATION,GOBP_GRANULOCYTE_MIGRATION,,127,0.674457,2.1607323,0.0,0.0,0.0,3361,"tags=46%, list=12%, signal=52%",
GOBP_INTERLEUKIN_8_PRODUCTION,GOBP_INTERLEUKIN_8_PRODUCTION,,79,0.7107147,2.1593633,0.0,0.0,0.0,4077,"tags=57%, list=15%, signal=67%",
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION,GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION,,43,0.79210174,2.1557076,0.0,0.0,0.0,4208,"tags=65%, list=15%, signal=77%",
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,,79,0.70435506,2.1496623,0.0,0.0,0.0,4165,"tags=52%, list=15%, signal=61%",
GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE,GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE,,39,0.79478484,2.1460118,0.0,0.0,0.0,2827,"tags=54%, list=10%, signal=60%",
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,,70,0.7251823,2.1444912,0.0,0.0,0.0,3614,"tags=56%, list=13%, signal=64%",
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,,87,0.691105,2.1444507,0.0,0.0,0.0,5490,"tags=63%, list=20%, signal=79%",
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,,58,0.7490923,2.144067,0.0,0.0,0.0,3525,"tags=57%, list=13%, signal=65%",
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,,115,0.6745927,2.1413713,0.0,0.0,0.0,4324,"tags=50%, list=16%, signal=59%",
GOBP_NEUTROPHIL_MIGRATION,GOBP_NEUTROPHIL_MIGRATION,,95,0.6940022,2.1407366,0.0,0.0,0.0,3850,"tags=54%, list=14%, signal=62%",
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,,405,0.5957155,2.1394906,0.0,0.0,0.0,4417,"tags=44%, list=16%, signal=52%",
